demand_units,azure_cpu_utilization_percent,azure_memory_utilization_percent,active_instances,avg_temperature_c,marketing_spend_usd,competitor_index,year,month,day,day_of_week,quarter,is_weekend,is_month_end,season_q1,season_q2,season_q3,season_q4,demand_lag_1,demand_mean_lag_1,demand_lag_7,demand_mean_lag_7,demand_lag_30,demand_mean_lag_30,demand_rolling_mean_7,demand_rolling_std_7,cpu_spike,cpu_trend,memory_spike,memory_trend,instances_trend,high_utilization,marketing_roi,high_marketing,competitor_threat,demand_growth,azure_load,service_stress
1346,0.9506348584003906,-0.4497140968814633,1.6273402381868092,0.3370110399190614,1.2231321267423327,0.6177442783920059,-1.0600988273786502,-1.1920442619856122,0.3585917280011522,-0.9521723812605468,-1.5270858743455775,-0.6763995415945232,-0.1351474756798972,2.1553583507744523,-0.64488217208496,-0.5963414293036761,-0.6032531583743966,0.5556739025421996,0.5556739025421996,-1.619325712655784,-1.3201043779309054,0.9644103496445449,-0.8060427993471769,-0.6376018270214986,0.09686718259027745,-0.3308364192745532,0.9980011775822775,-0.334991718362665,1.0540857073579954,0.771228064856356,-0.4675245822121844,-0.5502913925348458,1.7583353261724721,1.3769908845391448,-0.3742379328003218,0.41390535695369884,-0.41304197672958426
956,1.2895050969883013,-0.8305479333544996,1.0694664901227684,1.0333369609166194,-1.631323023580658,-1.5507582133618696,-1.0600988273786502,-1.1920442619856122,0.7052649448115148,0.4712987317300808,-1.5270858743455775,-0.6763995415945232,-0.1351474756798972,2.1553583507744523,-0.64488217208496,-0.5963414293036761,-0.6032531583743966,0.23575493455533938,0.23575493455533938,-1.1242518550912326,-0.6458606764374123,-0.3329065975659179,-0.9185211060471469,-0.4438345366231547,-0.18081817053414267,-0.3308364192745532,1.0924105084367095,-0.334991718362665,-0.06525292474120843,1.1089716499989486,-0.4675245822121844,0.8828271876947426,-0.56871973457804,-0.726221219928179,-0.6059989271068174,0.41390535695369884,-0.41304197672958426
731,1.5154185893802417,1.4544550854837184,0.37212430504271754,-1.6524915915025329,-0.9385169303168274,0.5036125682996965,-1.0600988273786502,-1.1920442619856122,0.9363804226850898,1.4202794737238325,-1.5270858743455775,1.4784161409137435,-0.1351474756798972,2.1553583507744523,-0.64488217208496,-0.5963414293036761,-0.6032531583743966,-0.5960343822104973,-0.5960343822104973,-0.8267825844515879,-0.4516784904072865,-0.6851861588409541,-0.9588979340932909,-0.5307222501747929,-0.032568640440040174,3.022641830644782,2.099443370883984,2.9851484236317485,0.08399222620535154,1.49496431873334,2.138924963620744,-0.41174419612713736,-0.56871973457804,-0.726221219928179,-0.5394700850103265,2.112564562855238,2.4210614328303324
1028,-1.6473703041069243,0.05806435174925184,-0.8830916281013741,-1.553016459931453,-0.7853785698827181,1.6449296692227884,-1.0600988273786502,-1.1920442619856122,0.9363804226850898,1.4202794737238325,-1.5270858743455775,1.4784161409137435,-0.1351474756798972,2.1553583507744523,-0.64488217208496,-0.5963414293036761,-0.6032531583743966,-1.0759128341907878,-1.0759128341907878,0.8645426971852491,-0.5387522484287317,-0.4404889785541026,-1.0178609210813114,-1.0012999554279145,-0.6107426487463643,-0.3308364192745532,0.6518336311160261,-0.334991718362665,0.38248252809847305,1.3019679843661436,-0.4675245822121844,-0.0032215796725224783,-0.56871973457804,1.3769908845391448,0.2453571001563609,-1.1998208886527633,-0.41304197672958426
1027,0.7811997391064354,0.05806435174925184,-0.6041547540693537,0.03858564520582226,0.9336269560956596,-1.607824068408024,-1.0600988273786502,-1.1920442619856122,0.9363804226850898,1.4202794737238325,-1.5270858743455775,1.4784161409137435,-0.1351474756798972,2.1553583507744523,-0.64488217208496,-0.5963414293036761,-0.6032531583743966,-0.4424732775768044,-0.4424732775768044,0.29722630246535525,-1.0103375573590379,-1.634442461677878,-1.0188222741300281,-1.267345520816117,-0.8764879556134627,-0.3308364192745532,0.3686056385527298,-0.334991718362665,0.9048405564114338,1.1572207335907474,-0.4675245822121844,-0.764549904452285,1.7583353261724721,-0.726221219928179,-0.25278650393711904,0.6262377576913912,-0.41304197672958426
1081,0.7811997391064354,1.5813996976413973,-0.8830916281013741,0.9338618293455397,0.4528947642313681,-1.0942313729926325,-1.0600988273786502,-1.1920442619856122,1.167495900558665,-0.9521723812605468,-1.5270858743455775,-0.6763995415945232,-0.1351474756798972,2.1553583507744523,-0.64488217208496,-0.5963414293036761,-0.6032531583743966,-0.4446060706967168,-0.4446060706967168,-1.7701851284801753,-1.2769527810353218,-1.7525721349198065,-0.8387288030035775,-0.7437124860491635,-1.9801001706091765,-0.3308364192745532,-0.04050146181647537,2.9851484236317485,0.9794631318847146,0.8194771484481548,2.138924963620744,-0.5703803925621014,-0.56871973457804,-0.726221219928179,-0.18728345910826566,1.6454332812323147,2.4210614328303324
1814,-0.12245423046132638,-1.2748540759063753,-1.580433813181425,-1.553016459931453,0.5099493836766247,-1.0371655179464778,-1.0600988273786502,-1.1920442619856122,1.2830536394954524,-0.47768201026367096,-1.5270858743455775,-0.6763995415945232,-0.1351474756798972,2.1553583507744523,-0.64488217208496,-0.5963414293036761,-0.6032531583743966,-0.3294352422214471,-0.3294352422214471,0.5585743045273288,-0.7521985402158149,0.8737036362623499,-0.6233857200908126,-0.499196619594111,-1.048491141699532,-0.3308364192745532,0.8091825158734133,-0.334991718362665,0.19592608941527193,-0.33850085775501976,-0.4675245822121844,0.18838569265990826,-0.56871973457804,-0.726221219928179,0.5777864659629566,-0.9450220077675324,-0.41304197672958426
1552,1.3459834700862865,-1.5922156063005724,0.23265586802670737,-1.7519667230736127,-1.4741093331861732,-1.1512972280387872,-1.0600988273786502,-1.1920442619856122,1.3986113784322398,-0.0031916392667950856,-1.5270858743455775,-0.6763995415945232,-0.1351474756798972,2.1553583507744523,-0.64488217208496,-0.5963414293036761,-0.6032531583743966,1.2339021146743434,1.2339021146743434,0.2398572288419952,-0.5071591149873234,-0.1957917982672511,-0.5721135574925335,-0.34079954887165453,-0.7743201368849769,-0.3308364192745532,1.1238802853881864,-0.334991718362665,-0.774167391737371,-0.8209916936730092,-0.4675245822121844,2.07326891682659,-0.56871973457804,-0.726221219928179,-0.42825777768853834,-0.053225924669224406,-0.41304197672958426
857,-1.590891931008939,1.073621249010682,-1.3014969391494047,1.2322872240587788,1.2806569765676326,-1.2654289381310966,-1.0600988273786502,-1.1920442619856122,1.7452845952426024,1.4202794737238325,-1.5270858743455775,1.4784161409137435,7.399324293474371,2.1553583507744523,-0.64488217208496,-0.5963414293036761,-0.6032531583743966,0.6751103172572941,0.6751103172572941,-0.5888071679398722,-0.34842288354999756,0.2471944763899801,-0.442330895915643,-0.41692241295671806,-0.6652740834886116,-0.3308364192745532,-0.1978503465738626,-0.334991718362665,-1.0726576936304926,-1.6412261147335911,-0.4675245822121844,-0.9914223971944619,1.7583353261724721,-0.726221219928179,-0.799331069212164,-0.4778907261446092,-0.41304197672958426
1851,-1.3085000655190135,1.200565861168361,-1.3014969391494047,-0.4587900126495763,-1.2366429912642947,-0.8089020977618593,-1.0600988273786502,-0.8789395853981075,-1.721447572861023,-1.4266627522574227,-0.5837613591681156,-0.6763995415945232,-0.1351474756798972,-0.4639599719650728,1.5506708718073463,-0.5963414293036761,-0.6032531583743966,-0.807180901081825,-0.807180901081825,-1.0668827814678725,-0.42470874234754685,-0.9341022560293031,-0.6025564040352616,0.44426554436925497,-0.4114290035473029,-0.3308364192745532,-0.8587156625548871,-0.334991718362665,0.38248252809847305,-2.220215117835178,-0.4675245822121844,2.190026493493465,-0.56871973457804,-0.726221219928179,1.1670769194047967,-0.18062536511183983,-0.41304197672958426
820,-1.1955433193230434,0.5023704943011276,-1.0225600651173843,0.9338618293455397,-1.1690865599980704,0.16121743802276858,-1.0600988273786502,-0.8789395853981075,-1.6058898339242356,-0.9521723812605468,-0.5837613591681156,-0.6763995415945232,-0.1351474756798972,-0.4639599719650728,1.5506708718073463,-0.5963414293036761,-0.6032531583743966,1.3128154601111022,1.3128154601111022,-0.43582297161091205,0.43832319556412347,0.5129862411843188,-0.26480103291910617,0.2843306380087168,-0.11122438894912594,-0.3308364192745532,-2.274855625371368,-0.334991718362665,1.6137550234075972,-2.2684642014269776,-0.4675245822121844,-0.06174934645371849,-0.56871973457804,-0.726221219928179,-0.9328822148983216,-0.5628236864396862,-0.41304197672958426
1411,-1.477935184812969,-1.020964851591018,0.5115927420587277,0.7349115662033803,-1.3421313398540138,1.0172052637150877,-1.0600988273786502,-0.8789395853981075,-1.4903320949874481,-0.47768201026367096,-0.5837613591681156,-0.6763995415945232,-0.1351474756798972,-0.4639599719650728,1.5506708718073463,-0.5963414293036761,-0.6032531583743966,-0.8860942465185839,-0.8860942465185839,-0.4379477521154809,0.27804583566624147,1.5656060081079302,-0.4772600566857207,0.5795950805204791,-0.2474425742691244,-0.3308364192745532,-2.211916071468414,-0.334991718362665,0.38248252809847305,-1.8824715326925856,-0.4675245822121844,1.4488688306193638,-0.56871973457804,1.3769908845391448,0.6299606349599634,-1.794351610718302,-0.41304197672958426
1715,-0.2918893497552817,0.9466766368530033,-1.0225600651173843,0.13806077677690198,0.19693269402778543,1.5878638141766337,-1.0600988273786502,-0.8789395853981075,-1.3747743560506607,-0.0031916392667950856,-0.5837613591681156,-0.6763995415945232,-0.1351474756798972,-0.4639599719650728,1.5506708718073463,-0.5963414293036761,-0.6032531583743966,0.37438648734964547,0.37438648734964547,-0.3232096048687608,0.5739425000931001,-1.528969539140442,-0.6602375869583239,1.0670889777925026,-0.21884369884887012,-0.3308364192745532,-1.6454600863418214,-0.334991718362665,0.2332373771519115,-1.930720616284385,-0.4675245822121844,0.26236765322159417,-0.56871973457804,1.3769908845391448,0.011929337172450368,0.41390535695369884,-0.41304197672958426
631,-0.5742812152452073,-0.005407954329587552,-0.18574944302132318,1.530712618772018,0.9588626531579846,1.3596003939920152,-1.0600988273786502,-0.8789395853981075,-1.1436588781770856,0.9457891027269566,-0.5837613591681156,1.4784161409137435,-0.1351474756798972,-0.4639599719650728,1.5506708718073463,-0.5963414293036761,-0.6032531583743966,1.0227555958030157,1.0227555958030157,1.234254504980236,1.062480222089527,0.16914451371227746,-0.2756963674712412,0.15745919786694346,0.3067840413517301,-0.3308364192745532,-1.29929253987557,-0.334991718362665,-0.06525292474120843,-1.4482297803663955,-0.4675245822121844,-1.143141907363244,1.7583353261724721,1.3769908845391448,-1.0247080841549532,-0.4354242459970707,-0.41304197672958426
1594,0.4988078736165098,-0.13235256648726634,1.487871801170799,0.43648617149014113,0.2522631354128832,0.21828329306892322,-1.0600988273786502,-0.8789395853981075,-1.0281011392402981,1.4202794737238325,-0.5837613591681156,1.4784161409137435,-0.1351474756798972,-0.4639599719650728,1.5506708718073463,-0.5963414293036761,-0.6032531583743966,-1.289192146182028,-1.289192146182028,0.6775620127831867,0.15090273767032525,0.5636132440022881,-0.4964871176600748,0.18975374626666744,0.35017821737746324,-0.3308364192745532,-0.1978503465738626,-0.334991718362665,0.45710510357175227,-1.013988028040205,-0.4675245822121844,0.08958463921419994,-0.56871973457804,-0.726221219928179,1.6151004168851166,0.2865059165110834,-0.41304197672958426
1036,0.4423295005185247,-0.3862417908026239,-0.04628100600531299,0.5359613030612208,1.6858388207049633,1.0172052637150877,-1.0600988273786502,-0.8789395853981075,-1.0281011392402981,1.4202794737238325,-0.5837613591681156,1.4784161409137435,-0.1351474756798972,-0.4639599719650728,1.5506708718073463,-0.5963414293036761,-0.6032531583743966,0.764687628293615,0.764687628293615,-0.7991604378921924,0.1832664353420129,-0.5607281102467796,-0.46860787924726044,0.3273900358750155,0.14547574087932896,-0.3308364192745532,0.2112567537953426,-0.334991718362665,-0.3264319388976904,-0.5797462757140148,-0.4675245822121844,-0.9139366313162816,1.7583353261724721,1.3769908845391448,-0.6797731547972555,0.07417351577339103,-0.41304197672958426
607,-1.6473703041069243,-0.2592971786449451,-0.3252178800373334,0.3370110399190614,-1.492761804927892,1.530797959130479,-1.0600988273786502,-0.8789395853981075,-1.0281011392402981,1.4202794737238325,-0.5837613591681156,1.4784161409137435,-0.1351474756798972,-0.4639599719650728,1.5506708718073463,-0.5963414293036761,-0.6032531583743966,-0.4254109326175052,-0.4254109326175052,1.312871383649285,0.32119743256182504,1.0424603123222476,-0.4487399162404284,-0.6291437310120478,0.04063829214308812,-0.3308364192745532,-0.38666900828272677,-0.334991718362665,-0.47567708984425033,-0.24200269057142226,-0.4675245822121844,-0.22783638750467122,-0.56871973457804,1.3769908845391448,-0.7580908580064037,-1.4121532893904556,-0.41304197672958426
804,0.9506348584003906,1.708344309799076,-0.8830916281013741,0.9338618293455397,1.1508733916756753,0.10415158297661392,-1.0600988273786502,-0.8789395853981075,-0.9125434003035104,-1.4266627522574227,-0.5837613591681156,-0.6763995415945232,-0.1351474756798972,-0.4639599719650728,1.5506708718073463,-0.5963414293036761,-0.6032531583743966,-1.3403791810599255,-1.3403791810599255,-0.8777773165612412,-0.637384469904352,-1.0121522187070058,-0.8098882115420464,-0.6414464161167042,0.057937633392387236,-0.3308364192745532,-0.1349107926709081,2.9851484236317485,0.6063502545183138,-0.19375360697962288,2.138924963620744,-1.0155648597579607,1.7583353261724721,-0.726221219928179,0.145370371786256,1.857765681970007,2.4210614328303324
768,-0.6872379614411774,0.9466766368530033,1.0694664901227684,1.6301877503430977,1.2347311427834013,1.0172052637150877,-1.0600988273786502,-0.8789395853981075,-0.796985661366723,-0.9521723812605468,-0.5837613591681156,-0.6763995415945232,-0.1351474756798972,-0.4639599719650728,1.5506708718073463,-0.5963414293036761,-0.6032531583743966,-0.9202189364371824,-0.9202189364371824,0.3779679616389731,-0.649713497588804,0.4328268200558674,-0.7957883668275197,-1.1358605737600977,0.008619438758937725,-0.3308364192745532,-0.764306331700455,-0.334991718362665,1.3898872969877565,-0.0007572726124278272,-0.4675245822121844,-1.0615312052263195,1.7583353261724721,1.3769908845391448,-0.30636423479608876,0.11663999592092951,-0.41304197672958426
939,0.5552862467144949,0.4388981882222882,0.37212430504271754,-0.060889486365257456,-0.48693902201522193,-0.466506967484932,-1.0600988273786502,-0.8789395853981075,-0.6814279224299354,-0.47768201026367096,-0.5837613591681156,-0.6763995415945232,-0.1351474756798972,-0.4639599719650728,1.5506708718073463,-0.5963414293036761,-0.6032531583743966,-0.9969994887540289,-0.9969994887540289,1.023901235027916,-1.1451862976577365,1.4559141686689967,-1.012733704821484,-1.7325408013359502,-1.146532970844857,-0.3308364192745532,0.4630149694071619,-0.334991718362665,1.8003114620907967,0.4817335633055622,2.138924963620744,-0.3424399308597712,-0.56871973457804,-0.726221219928179,0.020743561766484512,0.7111707179864682,-0.41304197672958426
1614,-0.3483677228532668,1.4544550854837184,-1.1620285021333945,-0.16036461793633716,-0.0491545381948874,-0.18117769225415872,-1.0600988273786502,-0.8789395853981075,-0.565870183493148,-0.0031916392667950856,-0.5837613591681156,-0.6763995415945232,-0.1351474756798972,-0.4639599719650728,1.5506708718073463,-0.5963414293036761,-0.6032531583743966,-0.6322918652490082,-0.6322918652490082,-1.2793608319247616,-1.743144140353679,-0.3561106405241538,-1.330300661914566,-0.9766945852186005,-0.5313043315190868,-0.3308364192745532,-0.2607899004768171,2.9851484236317485,1.6510663111442367,0.14398997816296966,-0.4675245822121844,0.30234152506290196,-0.56871973457804,-0.726221219928179,0.6276588440837155,0.7111707179864682,-0.41304197672958426
1992,0.8941564853024055,0.1850089639069306,-0.4646863170533435,0.7349115662033803,-0.16827956780586278,1.4737321040843243,-1.0600988273786502,-0.8789395853981075,-0.565870183493148,-0.0031916392667950856,-0.5837613591681156,-0.6763995415945232,-0.1351474756798972,-0.4639599719650728,1.5506708718073463,-0.5963414293036761,-0.6032531583743966,0.8073434906918631,0.8073434906918631,0.7668027939750801,-0.9856795019901325,-0.9024603792680722,-1.15629576009666,-0.6706652932402635,0.4958465487958025,-0.3308364192745532,0.6203638541645491,-0.334991718362665,1.2033308583045552,-0.5314971921222155,-0.4675245822121844,0.8862664783503476,-0.56871973457804,1.3769908845391448,0.034864118069456,0.7961036782815452,-0.41304197672958426
1994,1.3459834700862865,-0.06888026040842694,-1.0225600651173843,0.6354364346323006,-0.07047164875685143,-1.607824068408024,-1.0600988273786502,-0.8789395853981075,-0.565870183493148,-0.0031916392667950856,-0.5837613591681156,-0.6763995415945232,-0.1351474756798972,-0.4639599719650728,1.5506708718073463,-0.5963414293036761,-0.6032531583743966,1.6135392900187508,1.6135392900187508,-0.4188247275743609,-0.6789949383393781,0.7766685475279088,-0.7781635609343625,0.06595797740105883,1.4544262008603763,-0.3308364192745532,1.0609407314852313,-0.334991718362665,0.9048405564114338,-0.869240777264808,-0.4675245822121844,0.8007889171278352,-0.56871973457804,-0.726221219928179,-0.2503686226252214,0.9659695988716991,-0.41304197672958426
1205,1.063591604596361,0.3754258821434488,0.7905296160907481,1.1328120924876992,-0.13050439394238245,-0.5235728225310866,-1.0600988273786502,-0.8789395853981075,-0.45031244455636044,0.4712987317300808,-0.5837613591681156,-0.6763995415945232,-0.1351474756798972,-0.4639599719650728,1.5506708718073463,-0.5963414293036761,-0.6032531583743966,1.6178048762585757,1.6178048762585757,-1.330355564034415,0.05920559426721029,-1.6217857109733858,-0.6544694686660186,0.5257708331876059,0.7960629843005721,-0.3308364192745532,1.847685155272166,-0.334991718362665,0.2705486648885527,-0.48324810853041666,2.138924963620744,-0.1709314816414348,-0.56871973457804,-0.726221219928179,-0.7355781897551888,1.050902559166776,-0.41304197672958426
1694,0.6682429929104651,-1.2748540759063753,1.2089349271387786,0.03858564520582226,-1.0369518232058965,-0.12411183720800407,-1.0600988273786502,-0.8789395853981075,-0.45031244455636044,0.4712987317300808,-0.5837613591681156,-0.6763995415945232,-0.1351474756798972,-0.4639599719650728,1.5506708718073463,-0.5963414293036761,-0.6032531583743966,-0.06496889535230928,-0.06496889535230928,-0.9117738046343435,0.5200030039736206,-1.130281891948934,-0.41925842274641933,1.2101076921341378,0.38373353280162853,-0.3308364192745532,1.7218060474662558,-0.334991718362665,-0.5876109530541708,0.2404881453465672,-0.4675245822121844,1.4885844475317334,-0.56871973457804,-0.726221219928179,0.24476556290541507,-0.3504912857019937,-0.41304197672958426
1914,-0.3483677228532668,-1.1479094637486966,1.2089349271387786,0.83438669777446,0.04504828127379182,-0.5235728225310866,-1.0600988273786502,-0.8789395853981075,-0.3347547056195729,0.9457891027269566,-0.5837613591681156,1.4784161409137435,-0.1351474756798972,-0.4639599719650728,1.5506708718073463,-0.5963414293036761,-0.6032531583743966,0.9779669402848552,0.9779669402848552,-0.9882659027988236,1.205805168921287,-0.8349577088441132,-0.10201191666957607,2.091287512755178,-0.4435697142614767,-0.3308364192745532,0.777712738921935,-0.334991718362665,-1.2219028445770526,0.28873722893836595,-0.4675245822121844,0.6061338608407449,-0.56871973457804,-0.726221219928179,-0.09274705036482786,-1.0299549680626094,-0.41304197672958426
1801,-1.2520216924210286,1.6448720037202367,0.9299980531067583,1.0333369609166194,0.08109927707711331,1.131336973807397,-1.0600988273786502,-0.8789395853981075,-0.10363922774599786,-1.4266627522574227,-0.5837613591681156,-0.6763995415945232,-0.1351474756798972,-0.4639599719650728,1.5506708718073463,-0.5963414293036761,-0.6032531583743966,1.4471814266655836,1.4471814266655836,-0.6249284365175433,2.0888717768201928,0.8441712179518678,0.24087067070640678,2.754094672768561,-1.7300724620307866,-0.3308364192745532,-0.5125481160886364,2.9851484236317485,-0.47567708984425033,0.4817335633055622,-0.4675245822121844,0.44190836877535894,-0.56871973457804,1.3769908845391448,-0.3238093520494179,0.15910647606846798,-0.41304197672958426
736,-0.2918893497552817,0.5023704943011276,-1.580433813181425,-1.0556408020760546,0.49161039885493507,-1.0942313729926325,-1.0600988273786502,-0.8789395853981075,0.01191851119078965,-0.9521723812605468,-0.5837613591681156,-0.6763995415945232,-0.1351474756798972,-0.4639599719650728,1.5506708718073463,-0.5963414293036761,-0.6032531583743966,1.2061758041154822,1.2061758041154822,0.8092984040664579,2.7530981433200674,0.28094581160195964,0.29246328432092267,2.0789848276505207,0.20554414849754488,-0.3308364192745532,-1.0475343242637514,-0.334991718362665,0.5690389667816727,0.3369863125301647,-0.4675245822121844,-0.9513859406218302,-0.56871973457804,-0.726221219928179,-0.9748872727223669,0.11663999592092951,-0.41304197672958426
